name,lat,lng,address,zone,city
Shaktipur Yuba Sangha Club,22.6899544,88.3919485,"Sodepur, Panihati - 700109, WB, India",CCU-N,Kolkata
Shambhunath Sen Bari,22.569775,88.36581,"Lady Dufferin Victoria Hospital, Kolkata, Ward 49, Kolkata - 700009, WB, India",CCU-N,Kolkata
Sherwood Estate Puja Committee,22.439922,88.395799,"Garia Main Road, SH 1, Ramchandrapur, Narendrapur, Kolkata, West Bengal 700103",CCU-S,Kolkata
Shibaji Sangha Park,22.588545,88.307326,"1, 2, 4, Kedar Bhattacharjee Ln, Ichapur, Howrah, West Bengal 711104",HWH,Kolkata
Shibmandir Sarbojanin Durgotsab,22.510822,88.349388,"Lake Temple Road, Ward 87, Kolkata - 700053, WB, India",CCU-S,Kolkata
Shibmandir Sarbojanin Durgotsab Samiti,22.511142,88.349772,"25, Lake Tample Road, Kolkata-700029",CCU-S,Kolkata
Shibpur Nimtala Barwari,22.571335,88.311199,"68, Kashinath Chatterjee Ln, Mandirtala, Naora, Shibpur, Howrah, West Bengal 711102",HWH,Kolkata
Shovabazar 9er Pally Sarbajanin Durgatsab,22.596795,88.364917,"67C, Raja Naba Krishna St, Girish Park, Sovabazar, Kolkata- 700005",CCU-N,Kolkata
Shramapally Adhibasibrinda,22.55867,88.410391,"Chaulpatty Rd, Kulia, Beleghata, Kolkata, West Bengal 700010",CCU-E,Kolkata
Shurir Bagan,22.594558,88.387563,"Ultadanga, Kolkata - 700067, WB, India",CCU-N,Kolkata
Shyam Square Sarbojanin Durgapuja-O-Prodorshani,22.600761,88.368728,"41/1A, Ramkanto Bose St, Bidhan Sarani, Baghbazar, Kolkata, West Bengal 700003",CCU-N,Kolkata
Shyama Pally Shyama Sangha,22.490875,88.371954,"29, Shyam Sunder Pally Main Road, Shyama Pally, Muchipara, Behala Mauza, Behala, Kolkata- 700061",CCU-S,Kolkata
Shyamapally Shyama Sangha,22.49152,88.37159,"Ananda Pally, Kolkata - 700032, WB, India",CCU-S,Kolkata
Shyambazar Nabin Sangha,22.598718,88.375332,"Shyambazar Nabin Sangha, Jadu Mitra Lane, Shyam Bazar, Kolkata - 700004, WB, India",CCU-N,Kolkata
Shyambazar Palli Sangha,22.600186,88.369567,"48, Shyam Bazar St, Hati Bagan, Shyam Bazar, Kolkata, West Bengal 700004",CCU-N,Kolkata
Shyampukur Adi Sarbojanin Durgotsab Committee,22.597637,88.370826,"22, Shyam Bazar, Ramdhan Mitra Lane, Hati Bagan, Kolkata, West Bengal 700004",CCU-N,Kolkata
Sikdar Bagan Sadharan Durgotsov,22.596646,88.372309,"No. 69/1, Sikdar Bagan Street, Hati Bagan, Kolkata, West Bengal 700004",CCU-N,Kolkata
Sikdarbagan,22.596539,88.372843,"Sikdar Bagan St, Ward 11, Kolkata - 700037, WB, India",CCU-N,Kolkata
Simla Bayam Samity,22.585401,88.365009,"9B, Singhee Lane, P O. Beadon Street, Simla, Machuabazar, Kolkata, West Bengal 700006",CCU-C,Kolkata
Simla Sporting Club,22.585108,88.366717,"Simla St, Girish Park, Kolkata - 700003, WB, India",CCU-C,Kolkata
Simla Vivekananda Sporting Club,22.586059,88.366842,"Raja Rammohan Roy Rd, Manicktala, Azad Hind Bag, Kolkata, West Bengal 700006",CCU-N,Kolkata
Singhi Park Sarbojanin,22.5208668,88.3631521,"16, Nandi St, Dover Terrace, Ballygunge, Kolkata, West Bengal 700029",CCU-S,Kolkata
Sinthee Youth Athletic Club,22.629376,88.386955,"60/1D, Kalicharan Ghosh Rd, W-Block, Sinthi, Kolkata, West Bengal 700050",CCU-N,Kolkata
Sitalatala Kishore Sangha,22.481987,88.322479,"Kolkata - 700008, WB, India",CCU-S,Kolkata
Sitalatala Sanghasree Club,22.488128,88.311237,"Madhya Para, Behala Industrial Estate, Behala, Kolkata, West Bengal 700034",CCU-S,Kolkata
Sodepur 4 No.Deshbandu Nagar Durga Puja,22.6995034,88.376809,"Sodepur, Khardaha - 700114, WB, India",CCU-N,Kolkata
Sodepur Central Park,22.6999021,88.3797932,"Sodepur, Khardaha - 700110, WB, India",CCU-N,Kolkata
Sodepur Club,22.701075,88.386784,"Debnath Bari, 2/9, Jay Gopal Das Road, Sodepur, Khardaha - 700110, WB, India",CCU-N,Kolkata
Sodepur Deep Prangan,22.7014112,88.3795206,"Sodepur, Khardaha - 700110, WB, India",CCU-N,Kolkata
Sodepur Naboday Sangha,22.7038544,88.3776032,"The Sayans Blog, Peerless Nagar, Barrackpore Trunk Road, Sodepur, Kolkata - 700114, WB, India",CCU-N,Kolkata
Sodepur Pragati Sangha (Haridevpur),22.48103,88.331273,"Dhawan Colony, Paschim Putiary, Kolkata, West Bengal 700082",CCU-S,Kolkata
Sodepur Sanmilani Club,22.6986298,88.3759221,"Rabindranath Tagore Road, Sodepur, Khardaha - 700114, WB, India",CCU-N,Kolkata
Sodepur Waterside Apartment Durga Puja,22.6944505,88.3795303,"Sodepur, Kamarhati - 700114, WB, India",CCU-N,Kolkata
"Sonali Park Sports & Cultural Society, Garia",22.464968,88.37055,"3, Sonali Park, Bansdroni, Kolkata, West Bengal 700084",CCU-S,Kolkata
Sonamukhi Gosthotala Progati Sangha Durga Puja,22.474242,88.277989,"Sonamukhi Road , Daspara,Kolkata-700141",CCU-S,Kolkata
Sonar Durga Bari,22.499776,88.314599,"56, Brahmo Samaj Road, Behala, 9, Kedar Chatterjee Ln, New Bakshi Bagan, Bakshi Bagan, Behala, Kolkata, West Bengal 700034",CCU-S,Kolkata
Sonarpur Natun Pally Youth Club,22.437708,88.442823,"Middle Rd, Ghasiara, Rajpur Sonarpur, West Bengal 700150v",CCU-S,Kolkata
Sonarpur Power House Sarbojanin Durgotsab [Sonarpur Recreation Club],22.443127,88.424852,"Sonarpur, Saheb Para, Power House, Kolkata,700150, Sonarpur Station Road, Sonarpur, Kolkata-700150",CCU-S,Kolkata
Sonarpur Sadharan Sammilani Club,22.429067,88.417069,"Aghore Sarani, Paschatya Para, Harinavi, Kolkata, West Bengal 700150",CCU-S,Kolkata
Sovabazar B K Pal Park,22.5953,88.360017,"107, BK Paul Ave, Ahiritola, Beniatola, Kolkata, West Bengal 700005",CCU-N,Kolkata
Sovabazar Beniatola Sarbojanin Durgotsab Samity,22.595874,88.361108,"Beniatola St, Sovabazar, Shobhabazar, Kolkata, West Bengal 700005",CCU-N,Kolkata
Sovabazar Nat Mondir,22.596856,88.366417,"Shyam Bazar, Kolkata - 700003, WB, India",CCU-N,Kolkata
Sovabazar Rajbari,22.596295,88.367387,"Raja Nabakrishna Street, Ward 10, Kolkata - 700037, WB, India",CCU-N,Kolkata
Sovabazar Rajbari,22.596798,88.367233,"Shobhabazar Rajbari Nathmandir, Raja Nabakrishna Street, Shyam Bazar, Kolkata - 700003, WB, India",CCU-N,Kolkata
Sovabazar Sarbojanin,22.597193,88.361084,"Sobha Bazar Street, Kashi Mitra, Kolkata - 700003, WB, India",CCU-N,Kolkata
Sovabazar Sarbojanin Durgotsab (Sovabazar Sangrami),22.597379,88.360416,"87, Sovabazar St, Sovabazar, Hatkhola, Kolkata, West Bengal 700005",CCU-N,Kolkata
Sree Sree Durga Puja Committee Rabindrapally,22.614752,88.43728,"Rabindrapally, Jyangra, Baguiati, Kolkata, West Bengal 700059",CCU-E,Kolkata
Sree Sree Sarodiya Durgotsab [Abasorika Club],22.507319,88.370179,"38J/12, Maharaja Tagore Road, Kolkata-700031",CCU-S,Kolkata
Sreebhumi Sporting Club Durga Puja,22.59889,88.402939,"Sreebhumi, Lake Town, South Dum Dum, West Bengal 700048",CCU-N,Kolkata
Sreeramnagar Appartment,22.627056,88.434231,"Rajarhat Gopalpur, Bidhannagar - 700052, WB, India",CCU-E,Kolkata
Srinagar Paschimpara Puja Committee,22.46908,88.402238,"Srinagar West, Near Garia Rly Station,Panchasayar, Kolkata 700094",CCU-S,Kolkata
State Bank Park Sarbojanin Durgotsav,22.467976,88.30903,"133, Diamond Harbour Rd, State Bank Park, Thakur Pukur, Kolkata, West Bengal 700063",CCU-S,Kolkata
Sthaniya Yuvak Brinda (Ashuti Netaji Sangha),22.472595,88.25612,West Bengal 700141,CCU-S,Kolkata
Subal Chand Chandra Thakurbari,22.580331,88.367952,"Bechu Chatterjee St, City College, Kolkata - 700006, WB, India",CCU-N,Kolkata
Subhash Chandra Sporting Club,22.7008294,88.3684049,"Sodepur, Khardaha - 700114, WB, India",CCU-N,Kolkata
Subhasnagar Nabajagaran Durga Puja,22.69263889,88.40036111,"Panihati - 700111, WB, India",CCU-N,Kolkata
Subodh Mallick Square,22.563452,88.359647,"Subodh Mullick Square, Ward 51, Kolkata - 700013, WB, India",CCU-C,Kolkata
Suhrid Sangha,22.516629,88.346933,"Rash Behari Ave, Lake Market, Kalighat, Kolkata, West Bengal 700029",CCU-S,Kolkata
Sukchar Girja Nagarik Brinda,22.7099298,88.3737488,"Sodepur, Khardaha - 700115, WB, India",CCU-N,Kolkata
Sukchar Kali Tala,22.7095774,88.366792,"Sodepur, Khardaha - 700115, WB, India",CCU-N,Kolkata
Sukchar Sarbbajanin (Durga Dalan Ghoshpara),22.7052375,88.369063,"Sodepur, Khardaha - 700115, WB, India",CCU-N,Kolkata
Sukhtara: Sardar Bari Puja,22.595525,88.37273,"Nalani Sarkar Street, Ward 11, Kolkata - 700037, WB, India",CCU-N,Kolkata
Sunil Nagar Sarbojanin,22.52843,88.384732,"143/31A, Picnic Garden Rd, Tiljala, Kolkata, West Bengal 700039",CCU-S,Kolkata
Sunny Seasons Durga Puja,22.445444,88.389111,"Garia.Ramchandrapur, Kamalgachhi More,Kolkata, West Bengal 70015,",CCU-S,Kolkata
Sunrise Point Durga Puja,22.6226549,88.4682377,"Street No. 653, AA- Iic, Newtown, New Town, Kolkata- 700156, West Bengal",CCU-E,Kolkata
Supari Bagan Sarbojonin Durgotsav,22.6998138,88.3720657,"Sodepur, Khardaha - 700114, WB, India",CCU-N,Kolkata
Surir Bagan Sarbojanin Durgotsav Committee,22.594794,88.387383,"Surir Bagan, Ultadanga, Kolkata, West Bengal 700067",CCU-N,Kolkata
Suruchi Sangha,22.509346,88.333664,"Kowloon, Ward 81, Kolkata - 700053, WB, India",CCU-S,Kolkata
Suruchi Sangha (New Alipore),22.509053,88.334498,"Super Snack Bar, Block M 500 And 505, Station Rd, New Alipore, Kolkata, West Bengal 700053",CCU-S,Kolkata
Surya Nagar Sarbojanin,22.47489,88.359344,"Queen of Peace Church, Netaji Subhash Chandra Bose Road, Bansdroni, Kolkata - 700070, WB, India",CCU-S,Kolkata
Suryanagar Sarbojanin Durga Puja Committee,22.476493,88.358262,"1/20, Surya Nagar, N.S.C. Bose Road , Tollygunge, Kolkata - 700040",CCU-S,Kolkata
Swami Vivekananda Statue,22.6917381,88.3688039,"Sodepur, Kamarhati - 700114, WB, India",CCU-N,Kolkata
Swamiji Sarak Young Bengal Club,22.488423,88.329193,"Swamiji Sarak, Behala, Kolkata, West Bengal 700008",CCU-S,Kolkata
Swapnar Bagan Yubak Brinda,22.579193,88.395462,"Maniktala, Kolkata - 700054, WB, India",CCU-E,Kolkata
Swasti Nagar Durgapuja Club,22.6931093,88.3787592,"Sodepur, Kamarhati - 700114, WB, India",CCU-N,Kolkata
Tala Barowari,22.607212,88.376022,"M.G.M. Rubber Company, 86/1, Barrackpore Trunk Road, Cossipore, Kolkata - 700002, WB, India",CCU-N,Kolkata
Tala Palli,22.608385,88.374886,"M.G.M. Rubber Company, 86/1, Barrackpore Trunk Road, Cossipore, Kolkata - 700002, WB, India",CCU-N,Kolkata
Taltala Shakti Mandir,22.614742,88.351134,"Guha Rd, Vivekananda Colony, Ghusuri, Howrah, West Bengal 711107",HWH,Kolkata
Tangra Ghol Para Sarbojanin Durgotsav,22.553355,88.391036,"13D, Tangra, Kolkata, West Bengal 700046",CCU-C,Kolkata
Tangra Harisava Math Sarbojanin,22.55495,88.391065,"54, Debendra Chandra Dey Rd, Tangra, Kolkata, West Bengal 700015",CCU-C,Kolkata
Tapoban Abasan Durgotsav,22.498907,88.409002,"Madurdaha Main Road, Madurdaha, Hussainpur, Kolkata, West Bengal 700107",CCU-S,Kolkata
Tarapukur Paschimpally Puja Mandop (Govt.Regd.),22.6876068,88.3855353,"Sodepur, Kamarhati - 700109, WB, India",CCU-N,Kolkata
Tarun Sporting Club,22.586536,88.364998,"Ramtanu Bose Ln, Manicktala, Azad Hind Bag, Kolkata, West Bengal 700006",CCU-N,Kolkata
Telengabagan Sarbojanin Durgotsab,22.594935,88.38544,"65, Adhar Chandra Das Lane, Kolkata - 700067.",CCU-N,Kolkata
Thakurpukur Vivekanandapally Sangha,22.464553,88.306687,"Diamond Harbour Rd, Pallymangal, Paschim Barisha, Kolkata, West Bengal 700063",CCU-S,Kolkata
Thanthania Kali Bari,22.580998,88.365748,"Aurobindo Netralaya, Ward 39, Kolkata - 700007, WB, India",CCU-N,Kolkata
The Bengal Boys Training Association,22.517557,88.341179,"Kalighat Road, Bhowanipore, Kolkata - 700026, WB, India",CCU-S,Kolkata
Tiljala Baisakhi Club,22.47706,88.377727,"S14A, Ashoke Rd, Baghajatin Colony, Kolkata, West Bengal 700084",CCU-S,Kolkata
Tiljala Yubak Brinda,22.530962,88.381746,"123/B, Picnic Garden Rd, Majdia, Kata Pukur, Tiljala, Kolkata, West Bengal 700039",CCU-S,Kolkata
Tirthabharati Sarbojanin Durgoutsav,22.6937099,88.3990474,"Panihati - 700111, WB, India",CCU-N,Kolkata
Tollygunge Adi Durga Mancha Puja Committee,22.502261,88.343884,"Gobinda Banerjee Ln, Tollygunge, Kolkata, West Bengal 700033",CCU-S,Kolkata
Tollygunge Regent Colony Sarbojonin Durga Utsav,22.489293,88.349618,"41/52, Netaji Subhash Chandra Bose Rd, Regent Colony, Tollygunge, Kolkata, West Bengal 700040",CCU-S,Kolkata
Tollygunger Kirti,22.487762,88.345794,"97, Chandi Ghosh Rd, Moor Avenue, Mirania Gardens 2, Ashok Nagar, Tollygunge, Kolkata-700040",CCU-S,Kolkata
Torpedo Welfare Society,22.571863,88.312779,"Binod Behari Halder Ln, Naora, Shibpur, Howrah, West Bengal 711102",HWH,Kolkata
Triangular Park Sarbojanin,22.517978,88.357962,"Sarat Chatterjee Park, Rash Behari Avenue, Manoharpukur, Kolkata - 700029, WB, India",CCU-S,Kolkata
Tridhara Sammilani Durga Puja,22.519548,88.355434,"Near Deshapriya Park, Satyendranath Mazumder Sarani, Dover Terrace, Kolkata- 700025",CCU-S,Kolkata
Trishakti Sangha Club,22.7028028,88.3943811,"Sodepur, Panihati - 700110, WB, India",CCU-N,Kolkata
Udayan Kidderpore,22.544175,88.321421,"Andaman Dock, Khidirpur, Kolkata, West Bengal 700023",CCU-S,Kolkata
Udayan Sangha,22.501814,88.387711,"Kasbah North, Kolkata - 700078, WB, India",CCU-S,Kolkata
Udayan Sangha - Kalikapur,22.502531,88.392032,"13, Dakshin Purbachal Hospital Rd, Kalikapur, South Purbachal, Haltu, Kolkata, West Bengal 700078",CCU-S,Kolkata
Udayan Sangha Club,22.6970744,88.3979748,"Panihati - 700111, WB, India",CCU-N,Kolkata
Udyan Sangha,22.6948649,88.36653,"Sodepur, Kamarhati - 700114, WB, India",CCU-N,Kolkata
Ultadanga 13 & 14 Pally Durga Puja Committee,22.594518,88.383834,"24A,Ultadaga Main Road, Kolkata -700067",CCU-N,Kolkata
Ultadanga Bidhan Sangha,22.592874,88.383229,"Ultadanga, Kolkata - 700067, WB, India",CCU-N,Kolkata
Ultadanga Pallyshree,22.595855,88.384417,"Muchibazar,, Ultadanga, Kolkata, West Bengal 700067",CCU-N,Kolkata
Ultadanga Sangrami,22.590404,88.39489,"Bagmari Rd, Block Number 5, Brs 3, Ghose Bagan, Bidhannagar, West Bengal 700054",CCU-E,Kolkata
Ultadanga United Club,22.59126,88.391265,"United Club, 103, Ultadanga Main Rd, Ultadanga, Kolkata - 700067, WB, India",CCU-N,Kolkata
Ultadanga Yuba Brinda,22.595825,88.381683,"5N, Ultadanga Main Rd, Ultadanga, Kolkata - 700067, WB, India",CCU-N,Kolkata
United Club - Baguiati,22.612362,88.42783,"Rail Pukur Rd, Shastri Bagan, Desh Bandhu Nagar, Baguiati, Kolkata, West Bengal 700059",CCU-N,Kolkata
United Club - Ultadanga,22.591261,88.391281,"Ultadanga, Kolkata, West Bengal 700054",CCU-N,Kolkata
United Club Nabalia Para,22.487417,88.319118,"8, Nabalia Para Rd, Barisha, Kolkata, West Bengal 700008",CCU-S,Kolkata
Ushumpur Uttarpally Sporting Club,22.685506,88.3978575,"Panihati - 700109, WB, India",CCU-N,Kolkata
Uttar Bantra Kumar Para Baroary Samity,22.597521,88.323886,"2, Sarat Dutta Lane, Kadamtala, Howrah-711101",HWH,Kolkata
Uttar Khurut Barwari,22.584324,88.323836,"J. N. B., Jainarayan Babu Ananda Datta Lane, Kadam Tala, Howrah, West Bengal 711101",HWH,Kolkata
Uttar Panchanan Gram Milan,22.532141,88.396339,"Kolkata - 700039, WB, India",CCU-S,Kolkata
Uttar Salkia Sarbojanain Durgotsav,22.608865,88.347917,"120/1, Sashi Bhushan Mukherjee Lane Salkia, Ghusuri, Howrah, West Bengal 711106",HWH,Kolkata
VIP Nagar Sarbojanin Durga Puja Committee,22.525504,88.396036,"12, VIP Nagar, Kolkata-700100",CCU-S,Kolkata
Vidyasagar Central Sarbojanin Durgotsav,22.481118,88.375093,"Vidya Sagar Main Rd, Vidyasagar Colony, Ganguly Bagan, Kolkata, West Bengal 700047",CCU-S,Kolkata
Vivekananda Pally Sarbojanin Durga Puja,22.499082,88.307987,"45 Pally, Behala, Kolkata, West Bengal 700060",CCU-S,Kolkata
Vivekananda Park Atheletic Club,22.481469,88.337014,"76/9, Mahatma Gandhi Rd, Haridevpur, Paschim Putiary, Kolkata, West Bengal 700041",CCU-S,Kolkata
Vivekananda Park Milan Chakra Club (Garia),22.462403,88.371195,"V-23/1, New Sonali Park, Vivekananda Park, Kamdahari, Kolkata, West Bengal 700084",CCU-S,Kolkata
Vivekananda Youth Club,22.458979,88.308177,"James Long Sarani, Mukund Das Colony, Thakur Pukur, Kolkata, West Bengal 700063",CCU-S,Kolkata
Wellington Nagrik Kalyan Samity Durga Puja,22.564713,88.357538,"Biplabi Anukul Chandra Street, Princep St, Bowbazar, Kolkata, West Bengal 700072",CCU-C,Kolkata
Young Mens Association Agarpara,22.6857218,88.3737802,"Sodepur, Kamarhati - 700058, WB, India",CCU-N,Kolkata
Yuba Sangha Club,22.485378,88.36499,"Bijoygarh, Kolkata - 700095, WB, India",CCU-S,Kolkata
Yuvak Brinda Club,22.6897627,88.4047512,"Panihati - 700111, WB, India",CCU-N,Kolkata
Basdroni Saroj Sangha Durgotsav,22.4740606,88.3579141,"Sibdas Banerjee Sarani, Bansdroni Gardens, Sree Kanan, Bansdroni, Kolkata, West Bengal 700070, India",CCU-S,Kolkata
Alipore 78 Pally,22.523349,88.3375695,"Gopalnagar Rd, Alipore, Kolkata, West Bengal 700027, India",CCU-S,Kolkata
Kona Barowari,22.6384609,88.291257,"Benaras Rd, Kona, Howrah, West Bengal 711114, India",HWH,Kolkata
Pilot Bagan Adhibasibrinda,22.6150259,88.3076648,"Pilot Bagan Ln, Bhatta Nagar, Liluah, Howrah, West Bengal 711114, India",HWH,Kolkata
Kona Rajasthan Sporting Club,22.6155451,88.3053695,"Balitikuri, Howrah, West Bengal 711114, India",HWH,Kolkata
Swamiji Sporting Club,22.5830726,88.3066323,"45, Kalabagan Ln, Pal Bari, Baruipara, Ichapur, Howrah, West Bengal 711104, India",HWH,Kolkata
Balaka Math Mela Ground,22.671643,88.3512632,"A.L.Banerjee Street, Bhadrakali, Uttarpara, West Bengal 712232, India",Hoogly,Kolkata
"Sinthee Sarbojonin Durgapuja, Biswanath Park",22.624718,88.385286,"141a, 141A /2E, 1h, S Sinthee Rd, Biswanath Colony, Sinthee, Kolkata, West Bengal 700050, India",CCU-N,Kolkata
Purbachal Jagari Sangha,22.5043226,88.3945024,"79A, Purbachal Main Rd, South Purbachal, Haltu, Kolkata, West Bengal 700078, India",CCU-S,Kolkata
CE 72 Block,22.5760205,88.4589053,"Street No 185, 94, CE Block(Newtown), Action Area I, Newtown, New Town, West Bengal 700136, India",CCU-N,Kolkata
"Nabin Bhaban, Kazipara club",22.6233525,88.4180281,"87, Kabi Nabin Sen Rd, Nagerbazar, Kamardanga, North Dumdum, West Bengal 700028, India",CCU-N,Kolkata
Dankuni Sporting Club(DSP),22.68219,88.284609,"Monoharpur, Gobra, Dankuni, West Bengal 712311, India",Hoogly,Kolkata
Kalipur Sporting Club(KSP),22.68485,88.278088,"Gobra, Kalipur, Dankuni, West Bengal 712708",Hoogly,Kolkata
NewTown Sarbojonin ,22.5820638,88.4576909,"Green Verge, 7, Street Number 131, Action Area 1B, Newtown, New Town, West Bengal 700156, India",CCU-N,Kolkata
