name,lat,lng,address,zone,city
Haridevpur New Sporting Club,22.480041,88.335754,"55, Banamali Banerjee Rd, Basuri Bagan, Paschim Putiary, Kolkata, West Bengal 700082",CCU-S,Kolkata
Haridevpur Vivekananda Park Athletic Club,22.481016,88.336967,"Paschim Putiary, Kolkata - 700040, WB, India",CCU-S,Kolkata
Haridevpur Vivekananda Sporting Club,22.476351,88.338588,"Mahatma Gandhi Rd, Haridevpur, Paschim Putiary, Kolkata, West Bengal 700082",CCU-S,Kolkata
Harijankalyan Sangh Sarbojanin,22.524235,88.361387,"6, Garcha 1st Ln, Dover Terrace, Ballygunge, Kolkata, West Bengal 700019",CCU-S,Kolkata
Harinath Mookherjees House Durga Puja,22.577299,88.371252,"Keshab Sen Street, Baitakkhana North, Kolkata - 700009, WB, India",CCU-N,Kolkata
Harinavi Mitra Para,22.418503,88.416064,"Harinavi, Rajpur Sonarpur, West Bengal 700148",CCU-S,Kolkata
Harish Park Puja,22.530655,88.343681,"Netaji Eye Hospital, 28, Harish Mukherjee Road, Bhowanipore, Kolkata - 700025, WB, India",CCU-S,Kolkata
Harish Park Sarbojanin Durgotsab Samity,22.539088,88.344352,"81/1, Harish Mukherjee Road, Kolkata-700025",CCU-S,Kolkata
Haritaki Bagan,22.586396,88.372092,"Sealdah North, Kolkata - 700006, WB, India",CCU-N,Kolkata
Haru Chandra Sporting Club Durga Puja,22.474269,88.29009,"Ghoshpara, Kolkata, West Bengal 700063",CCU-S,Kolkata
Hatibagan Nabinpally Sarbojanin Durgotsav,22.595974,88.373508,"11/1d,, Ganendra Mitra Ln, Hati Bagan, Shyam Bazar, Kolkata, West Bengal 700004",CCU-N,Kolkata
Hatibagan Sarbojanin,22.594216,88.371872,"Principal Khudiram Bose Rd, Shyambazar, Sovabazar, Goa Bagan, Kolkata, West Bengal 700004",CCU-N,Kolkata
Hatkhola Gosain Para,22.598639,88.360097,"Kashi Mitra, Kolkata - 700003, WB, India",CCU-N,Kolkata
Hatkhola Gossainpara Sarbojanin Durgotsav,22.599161,88.35914,"Gossain Para Ln, Sovabazar, Kumartuli, Shobhabazar, Kolkata, West Bengal 700005",CCU-N,Kolkata
Hazra Udayan Sangha,22.523378,88.348593,"109/19, Hazra, Kalighat, Kolkata, West Bengal 700026",CCU-S,Kolkata
Hindu Mahasabha - Girish Park,22.586019,88.36212,"Tagore Street, Machua Bazar North, Kolkata - 700007, WB, India",CCU-C,Kolkata
Hindu Mahasabha Sarbojanin Durgotsav,22.5859348,88.360559,"Vivekananda Road, Kolkata- 700006, West Bengal",CCU-C,Kolkata
Hindustan Club,22.520159,88.360721,"37/B, Hindusthan Rd, Dover Terrace, Ballygunge, Kolkata, West Bengal 700019",CCU-S,Kolkata
Hindustan Pally Durga Puja [Tollygunge Place Club],22.499973,88.346706,"Russa Rd South 2nd Ln, Netajinagar, Rajendra Prasad Colony, Tollygunge, Kolkata, West Bengal 700033",CCU-S,Kolkata
Hindustan Park,22.517731,88.362648,"Hindustan Park, Ward 86, Kolkata - 700019, WB, India",CCU-S,Kolkata
Hindusthan Park Purbachal Club,22.517773,88.363944,"Hindusthan Park, Hindustan Park, Gariahat, Kolkata, West Bengal 700029",CCU-S,Kolkata
Hindusthan Park Sarbojanin Durgotsab Committee,22.517696,88.362036,"51, Hindustan Park, Gariahat, Kolkata, West Bengal 700019",CCU-S,Kolkata
Hindusthan Park Tarun Sangha,22.518062,88.361171,"8/1c, Hindustan Park Road, Hindustan Park, Gariahat, Kolkata, West Bengal 700029",CCU-S,Kolkata
Howrah Anusilan Samity,22.576873,88.325253,"64 63, Gopal Banerjee Ln, Naora, Shibpur, Howrah, West Bengal 711102",HWH,Kolkata
Howrah Jatiya Sevadal Club,22.588634,88.328358,"40/2, IR Belilious Ln, Kadam Tala, Howrah, West Bengal 711101",HWH,Kolkata
Howrah Seva Sangha,22.586443,88.320503,"1,, 123/4, Narasingha Dutta Rd, Kadam Tala, Howrah, West Bengal 711101",HWH,Kolkata
Howrah Tarun Samity,22.576145,88.32661,"Dr Gangadhar Mukherjee Rd, Naora, Shibpur, Howrah, West Bengal 711102",HWH,Kolkata
IA Block,22.5725677,88.4106973,"Sector III, Bidhannagar - 700097, WB, India",CCU-E,Kolkata
IB Block,22.572234,88.4146371,"Sector III, Bidhannagar - 700106, WB, India",CCU-E,Kolkata
Ichapur Bayam Samity Durga Puja,22.590818,88.306623,"Ichapur Majher Para, Santragachi, Howrah-711104",HWH,Kolkata
Ichapur Mitali Sangha Durga Puja,22.593512,88.306956,"Ichapur Uttar Paschim Para, Howrah-711104",HWH,Kolkata
Ichapur Sawamiji Sangha,22.592112,88.311569,"Ichapur Canel Side, Purbapara,Howrah, India 711104",HWH,Kolkata
Ingit Sarbojanin Durgotsav,22.636233,88.417956,"Near Dum Dum Girls High School, U.K. Dutta Road, Dum Dum Gorabazar, Kolkata - 700028.",CCU-N,Kolkata
Interact Club of Chowringhee High School Sarbojanin Durga Puja,22.556686,88.353042,"12A, Chowringhee Lane, Kolkata, West Bengal 700016",CCU-C,Kolkata
JC Block,22.5696125,88.4131218,"JC-27A, National Institute of Homoeopathy Staff Quarters, Bidhannagar - 700098, WB, India",CCU-E,Kolkata
Jadavpur Bank Plot Welfare And Development Committee,22.501016,88.380382,"15/2P/4A, Jheel Road, Vivek Nagar, Jadavpur, Kolkata, West Bengal 700075",CCU-S,Kolkata
Jagaddal Balak Sangha Sarbojonin Durgotsab,22.422004,88.405633,"Eastern Metropolitan Bypass, KM Roy Chowdhury Road, Dakshin Jagaddal, Kolkata, West Bengal 700151",CCU-S,Kolkata
Jagaran Club Durga Puja,22.501936,88.372702,"Newland, Jadavpur, Kolkata, West Bengal 700075",CCU-S,Kolkata
Jagarani Sangha,22.481394,88.340746,"40, Panchanantala Rd, New Panchanantala, Paschim Putiary, Kolkata, West Bengal 700041",CCU-S,Kolkata
Jagat Mukherjee Park,22.599577,88.366204,"1, Jatindra Mohan Ave, Shobhabazar, Kolkata, West Bengal 700005",CCU-N,Kolkata
Jagrata Sangha,22.613422,88.406352,"259, Green Park Road, Naskar Bagan, Sarada Pally, Kolkata, West Bengal 700055",CCU-N,Kolkata
"JagriteeJagritee Durga Puja, Bhowanipore",22.530297,88.350885,"Rajshekhar Bose Sarani, Paddapukur, Bhowanipore, Kolkata, West Bengal 700025",CCU-S,Kolkata
Jal Vayu Vihar Puja Committee,22.55899,88.412077,"Jal Vayu Vihar, LB Block, Sector III, Salt Lake City, Kolkata, West Bengal 700098",CCU-E,Kolkata
Janamangal Samity,22.519112,88.341486,"291/1, Kalighat Rd, Anami Sangha, Kalighat, Kolkata, West Bengal 700026",CCU-S,Kolkata
Janmangal Samiti,22.518097,88.341547,"Kalighat Road, Bhowanipore, Kolkata - 700026, WB, India",CCU-S,Kolkata
Jatra Suru Sangha,22.470616,88.377714,"Shreeram Enclave, 5/1, EM Bypass, Panchasayar, Kolkata - 700084, WB, India",CCU-S,Kolkata
Jawpur Bayam Samiti,22.61357,88.401886,"282, Sahid Hemant Basu Sarani, Lal Garh Colony, South Dum Dum, Kolkata-700074",CCU-N,Kolkata
Jawpur Bayam Samity,22.612486,88.40179,"Udyan, South Dumdum - 700048, WB, India",CCU-N,Kolkata
Jayasree Park,22.492156,88.324341,"Mandal Para Rd, Jayashree Park, Manton, Sarada Pally, Kolkata, West Bengal 700034",CCU-S,Kolkata
Jaynarayan Santra Lane Milan Mandir,22.582504,88.331084,"48 Jaynarayan Santra Lane, Howrah, 711101",HWH,Kolkata
Jodhpur Park,22.504702,88.365028,"Jodhpur Park Boys School, Jodhpur Park Road, Jodhpur Park, Kolkata - 700068, WB, India",CCU-S,Kolkata
Jodhpur Park Saradiya Utsab Committee,22.504519,88.36557,"1/D, JodhPur Park, Kolkata, West Bengal 700068",CCU-S,Kolkata
Jogajatri Club,22.501614,88.331284,"Shibaloy, 85, Jyotish Roy Road, Ward 117, Kolkata - 700053, WB, India",CCU-S,Kolkata
Joramandir,22.613289,88.429512,"Baguiati, Bidhannagar - 700059, WB, India",CCU-N,Kolkata
Jorasanko 7er Palli,22.584,88.361336,"Raja Katra, Singhi Bagan, Jorasanko, Kolkata, West Bengal 700007",CCU-C,Kolkata
"Jorasanko Shib Krishna Daw Bari (Home of Shib Krishna Daw of Jorasanko,Kolkata)",22.585757,88.359652,"Sri Krishna Daw Ln, Machua Bazar North, Kolkata - 700007, WB, India",CCU-N,Kolkata
Joygobinda Laha,22.582576,88.370638,"Rama Prasad Roy Ln, City College, Kolkata - 700006, WB, India",CCU-N,Kolkata
Jubamaitry Durga Puja(Kalighat),22.522455,88.343871,"39, Mahim Halder St, Kalighat, Kolkata, West Bengal 700026",CCU-S,Kolkata
Judge Bagan Recreation Unit,22.477416,88.339001,"Mahatma Gandhi Rd, Jiban Mohini Ghosh Park, Paschim Putiary, Kolkata, West Bengal 700041",CCU-S,Kolkata
Kabiraj Bagan,22.593855,88.382725,"Ultadanga, Kolkata - 700067, WB, India",CCU-N,Kolkata
Kabiraj Ganga Prasad Sen Bari,22.601627,88.360778,"Strand Bank Road, Kashi Mitra, Kolkata - 711101, WB, India",CCU-N,Kolkata
Kali Mohan Ghosh Roy Blue Durga,22.51265,88.350022,"Kalighat, Kolkata, West Bengal",CCU-S,Kolkata
Kalighat Milan Sangha,22.524156,88.340782,"No. 32E, Harish Chatterjee St, Kalighat, Kolkata, West Bengal 700026",CCU-S,Kolkata
Kalighat Nepal Bhattacharjee Street Club,22.517578,88.340635,"10/9, Nepal Bhattacharjee St, Anami Sangha, Kalighat, Kolkata, West Bengal 700026",CCU-S,Kolkata
Kalighat Sabuj Sangha Sarbojanin Durgotsab,22.520093,88.345783,"5,Dwarik Ganguly Street, Kalighat ,Kolkata -700026",CCU-S,Kolkata
Kalighat Youth Organisation,22.528983,88.344521,"12,Mahamaya Lane, Kol - 26",CCU-S,Kolkata
Kalimuddin Adhibasi Brindo Sarbojonin Durgautsav,22.561972,88.393767,"Kalimuddin Sarkar Ln, Kulia, Beleghata, Kolkata-700010",CCU-C,Kolkata
Kalindi Plot Owners Association,22.611172,88.399967,"Kalindi Housing Estate, South Dum Dum, West Bengal 700089",CCU-N,Kolkata
Kalitala Sporting Club,22.506564,88.397225,"126, North Purbachal Kalitala Rd,Purbachal Rd, Kalikapur, Haltu, Kolkata, West Bengal 700078",CCU-S,Kolkata
Kalitala Village Defence Party Kamarhati,22.6814026,88.3680052,"Mallick Bari, 5, Thakur Das Chatterjee Road, Kolkata - 700058, WB, India",CCU-N,Kolkata
Kalyan Nagar Sarbojonin,22.718834,88.3914699,"Maa Durga Aabasan, 128, R N Avenue, Sodepur, Barrackpore - 700112, WB, India",CCU-N,Kolkata
Kalyan Pally Sarbojanin Durgotsab Committee,22.563819,88.313908,"11/20, Balai Mistry Ln, Bataitala, Kazipada, Shalimar, Howrah, West Bengal 711103",HWH,Kolkata
Kamal Park Sarbojanin Durgotsav,22.6036127,88.4262103,"BC- 88, Gauranganagar, Kestopur, Kolkata- 700101, West Bengal",CCU-E,Kolkata
Kamal Residency Puja Committee,22.447633,88.398922,"Kamalgazi, Narendrapur, Kolkata, West Bengal 700103",CCU-S,Kolkata
Kamardanga Sisu Sangha Durga Puja,22.595466,88.304097,"Kamardanda,Santragachi,Howrah-711104",HWH,Kolkata
Kamardanga Sitalatala - Howrah,22.596292,88.302353,"Howrah - 711112, WB, India",HWH,Kolkata
Kamardanga Sitalatala Barowari Durga Puja,22.595933,88.30361,"Kamardanga Road, Kamardanga, Ichapur, Howrah, West Bengal 711104",HWH,Kolkata
Kanjial Para Puja Samity (Rajarhat),22.634774,88.485821,"Purba Kanjial Para, Rajarhat, Kolkata-700135",CCU-E,Kolkata
Kankurgachi Jubak Brinda (Kankurgachi Sarbojanin Durgotsab),22.579535,88.387885,"Kankurgachi, Kolkata-700054",CCU-C,Kolkata
Kankurgachi Progressive Youth,22.582215,88.391876,"1, Bagmari Lane, Maniktala, Kolkata - 700054, WB, India",CCU-E,Kolkata
Kansaripara Sarbojanin Sarodotsab Committee,22.535769,88.342433,"38A, Kansaripara Road, Bhowanipore, Kolkata-700025",CCU-S,Kolkata
Karbagan Sarbojanin Durgotsab Committee,22.59538,88.383811,"17, Ultadanga Main Rd, Daspara, Ultadanga, Kolkata, West Bengal 700067",CCU-N,Kolkata
Karunamayee G Block,22.583117,88.423172,"Sector II, Bidhannagar - 700091, WB, India",CCU-E,Kolkata
Kasba R.K. Chatterjee Road Adhibasi Brinda,22.517994,88.378348,"No.93/4, Rajkrishna Chatterjee Rd, Bosepukur, Kasba, Kolkata, West Bengal 700042",CCU-S,Kolkata
Kasba Renaissance Club,22.519175,88.378205,"64, R.K. Chaterjee Road, Bosepukur, Kasba, Kolkata, West Bengal 700042",CCU-S,Kolkata
Kasba Shakti Sangha,22.51655,88.381742,"14/1 Jahura Bazar Lane, Kolkata-700042",CCU-S,Kolkata
Kasba Uttarpara Arabinda Sporting Club,22.520639,88.373708,"57, KN Sen Ln, New Ballygunge, Kasba, Kolkata, West Bengal 700042",CCU-S,Kolkata
Kashi Bose Lane Durga Puja Committee,22.591148,88.368863,"6E, Manicktala, Darjipara, Kolkata, West Bengal 700006",CCU-N,Kolkata
Kazibagan Lane Social Welfare Association,22.576241,88.306021,"78/5/23, Thakur Ramkrishna Ln, Chatterjihat, Shibpur, Howrah, West Bengal 711104",HWH,Kolkata
Kendua Shanti Sangha,22.472073,88.381544,"ShantiSangha Playground, Ward 101, Kolkata - 700084, WB, India",CCU-S,Kolkata
Kendua Shanti Sangha - Patuli,22.47193,88.380997,"Baghajatin, Kolkata - 700086, WB, India",CCU-S,Kolkata
Kendua Shanti Sangha Sarbojanin Durgotsab Committee,22.471786,88.380237,"45/2 Kendua Main Road , Garia , Kolkata 700084",CCU-S,Kolkata
Kestopur Prafullakanan Adhibasibrinda,22.60821,88.420992,"Baguiati, Bidhannagar - 700101, WB, India",CCU-N,Kolkata
Ketopole Sammilani,22.486515,88.280938,"169, Ho Chi Minh Sarani, Sarsuna Satellite Twp Housing Estate, Behala, Kolkata, West Bengal 700061",CCU-S,Kolkata
Keyatala Pally Samity,22.514798,88.362216,"CIT Scheme 47, Hindustan Park, Kalighat, Kolkata, West Bengal 700029",CCU-S,Kolkata
Khelat Bhavan,22.588769,88.356539,"Pathuria Ghat Street, Ward 24, Kolkata - 700069, WB, India",CCU-N,Kolkata
Kheyali Sangha Durga Puja,22.456002,88.3668,"A-18, South, Bramhapur, Kolkata, 700096",CCU-S,Kolkata
Khidderpore Nabarag,22.541824,88.321245,"30A, Watganj, Kolkata, West Bengal 700023",CCU-S,Kolkata
Khidderpore Sarbojanin Durgotsab,22.53896,88.324929,"Mansatala Ln, Khidirpur, Kolkata, West Bengal 700023",CCU-S,Kolkata
Khidderpur 75 Pally Sarbojanin Durgotsab Committee,22.540289,88.320524,"11C, Khidderpore, Ramanath Pal Road, Watganj, Kolkata, West Bengal 700023",CCU-S,Kolkata
Kidderpore 25 Pally,22.539078,88.326538,"Watganj, Kolkata - 700023, WB, India",CCU-S,Kolkata
Kidderpore 75 Pally,22.540058,88.325711,"Hari Sabha Road, Ward 77, Kolkata - 700022, WB, India",CCU-S,Kolkata
Kidderpore Jubaghosthi Durga Puja,22.544072,88.319929,"30, Joy Krishna Paul Road, Andaman Dock, Khidirpur, Andaman Dock, Khidirpur, Kolkata-700023",CCU-S,Kolkata
Kidderpore Kabitirtha,22.541059,88.321495,"Kabitirtha Saradotsab, Ram Kamal Street, Watganj, Kolkata - 700023, WB, India",CCU-S,Kolkata
Kidderpore Milan Sangha,22.541414,88.323145,"Watganj, Kolkata, West Bengal 700023",CCU-S,Kolkata
Kidderpore Pally Saradia,22.543076,88.32135,"16, Hem Chandra St, Andaman Dock, Watganj, Kolkata, West Bengal 700023",CCU-S,Kolkata
Kidderpore Sarbojanin Durgotsab,22.538145,88.3251,"Kidderpore Sarbojanin, Manastala Lane, Watganj, Kolkata - 700023, WB, India",CCU-S,Kolkata
Kidderpore Udayan,22.545121,88.321484,"Hemchandra Street, Watganj, Kolkata - 700023, WB, India",CCU-S,Kolkata
Kidzee Tulips And Tulipians Preschool Durga Puja,22.522394,88.362305,"16/2G, Dover Lane Kolkata-700029",CCU-S,Kolkata
Kolahal Gosthi Durga Puja Committe,22.522529,88.330937,"700027, 68/1A, Alipore Rd, Alipore, Kolkata, West Bengal 700027",CCU-S,Kolkata
Kolkata,22.56472,88.350845,"Jawaharlal Nehru Road, Esplanade, Kolkata - 700001, WB, India",CCU-C,Kolkata
Krishnabagan Nabajiban Sangha,22.586118,88.37397,"Simla, Kolkata - 700006, WB, India",CCU-N,Kolkata
Kumartuli Park,22.598995,88.361366,"Kumartuli Park, Abhay Mitra Street, Kashi Mitra, Kolkata - 700003, WB, India",CCU-N,Kolkata
Kumartuli Preparation,22.599609,88.362396,"Bana Mali Sarkar Street, Kashi Mitra, Kolkata - 700003, WB, India",CCU-N,Kolkata
Kumartuli Sarbojanin,22.600859,88.363274,"Gopeswar St, Bag Bazar, Kolkata - 700003, WB, India",CCU-N,Kolkata
Kumartuli Sarbojanin Durgoutsav,22.601202,88.362652,"No. 2, Durga Charan Banerjee Street, Kumartuli, Shobhabazar, Kolkata, West Bengal 700005",CCU-N,Kolkata
Kumartully Park Sarbojanin Durgotsab Committee,22.599038,88.361422,"8B, Abhay Mitra St, Sovabazar, Kumartuli, Shobhabazar, Kolkata, West Bengal 700005",CCU-N,Kolkata
Kundu Bari,22.585701,88.362053,"Machua Bazar North, Kolkata - 700007, WB, India",CCU-N,Kolkata
Laha Bari,22.58263,88.362273,"Ramanath Sadhu Ln, Machua Bazar North, Kolkata - 700007, WB, India",CCU-N,Kolkata
Lake Garden Peoples Association,22.506461,88.35646,"Lake Gardens Peoples Association, Ward 93, Kolkata - 700045, WB, India",CCU-S,Kolkata
Lake Gardens Mitali Sangha,22.50459,88.356847,"170/23 Lake Gardens, Trail Path, Lake Gardens, Kolkata, West Bengal 700045",CCU-S,Kolkata
Lake Gardens Peoples Association,22.505648,88.356154,"B-202, Mollahati Path, Lake Gardens, Kolkata, West Bengal 700045",CCU-S,Kolkata
Lake Pally Club,22.515114,88.348072,"Lake Market, Kalighat, Kolkata, West Bengal 700029",CCU-S,Kolkata
Lake Pally Sarbojanin,22.507259,88.346237,"Charu Chandra Place East, Charu Market Area, Kolkata - 700033, WB, India",CCU-S,Kolkata
Lake Town Adhibasi Brinda Durga Puja,22.605004,88.403603,"Lake Town Rd, Block A, Lake Town, South Dum Dum, West Bengal 700089",CCU-N,Kolkata
Lake Town Adhibasi Brindo Sarbojanin Durgotsav,22.6044508,88.4039701,"Children's Park, Lake Town Road, Block- A, Lake Town, South Dumdum, Kolkata- 700089, West Bengal",CCU-N,Kolkata
Lake View Park Sarbojanin Durgotsav Samity,22.644854,88.384427,"D/9, Lake View Park,Bonhooghly, Kolkata-700108",CCU-N,Kolkata
Lake Youth Corner Durga Puja,22.510763,88.347226,"16, Dr TN Majumder St, Lake Range, Kalighat, Kolkata, West Bengal 700045",CCU-S,Kolkata
Laketown Natun Pally Pradeep Sangha,22.60372,88.397507,"Pagaria Computers, 756, Lake Town Road, Lake Town, South Dumdum - 700089, WB, India",CCU-N,Kolkata
Laketown Vivekananda Park,22.610109,88.402476,"Lake Town, South Dumdum - 700089, WB, India",CCU-N,Kolkata
Lalabagan Nabankur Sangha,22.58818,88.377451,"44, Simla Rd, Manicktala, Sahitya Parishad, Kolkata, West Bengal 700006",CCU-N,Kolkata
Laskarpur Jagriti Sangha,22.452458,88.385628,"Ramkrishna Nagar Rd, Ramkrishna Nagar, Garia Gardens, Rabindra Nagar, Kolkata, West Bengal 700153",CCU-S,Kolkata
Madan Mohan Dutta Bari,22.594507,88.354233,"Dutta Para Lane, Jorasanko North, Kolkata - 711101, WB, India",CCU-N,Kolkata
Madhya Kolkata Uttoran,22.568376,88.361576,"21, Surendra Lal Pyne Lane, Kolkata, West Bengal 700012",CCU-C,Kolkata
Madhya Panihati Durga Puja Mandap,22.696616,88.3716,"Sodepur, Kamarhati - 700114, WB, India",CCU-N,Kolkata
Madox Square,22.526557,88.35481,"Earle St And, Pankaj Mullick Sarani, Garcha, Ballygunge, Kolkata, West Bengal 700025",CCU-S,Kolkata
Mahajati Club,22.6844087,88.3787897,"Kamarhati - 700109, WB, India",CCU-N,Kolkata
Mahamayapur Sarbojanin Durgotsab Committee,22.45938,88.386486,"Mahamayapur School Road, Garia, Kolkata - 700084",CCU-S,Kolkata
Mahamayatala Sarbojanin Durgotsab,22.453918,88.387909,"228 Bus Stand, Garia Main Road, Mahamaya Tala, Garia, Kolkata-700084",CCU-S,Kolkata
Mahapuja Samity,22.529025,88.349732,"Ramesh Mitra Rd, Paddapukur, Bhowanipore, Kolkata, West Bengal 700025",CCU-S,Kolkata
Mahendra Srimanis House,22.582104,88.37298,"Mahendra Sreemani Street, City College, Kolkata - 700006, WB, India",CCU-N,Kolkata
Mahendranagar Unnayan Samity,22.7128521,88.400403,"Panihati - 700112, WB, India",CCU-N,Kolkata
Mahishgote Sarbojanin Durgotsav,22.5827143,88.44269,"Krishnapur, Kestopur, Kolkata- 700059, West Bengal",CCU-E,Kolkata
Maitry Sangha Durga Puja Committee,22.59283,88.364561,"22, Jatindra Mohan Ave, Girish Park, Darjipara, Kolkata, West Bengal 700006",CCU-N,Kolkata
Manasbag Sarbojanin Durgotsab,22.666213,88.378193,"Nilgunj Rd, Manasbag, Belghoria, Kolkata, West Bengal 700056",CCU-N,Kolkata
Manasbag Sarbojonin Durgotsav,22.6663891,88.3783907,"Baranagar - 700056, WB, India",CCU-N,Kolkata
Mangalam Park Resisdents Association,22.485416,88.307949,"14, Ho Chi Minh Sarani, Sanjib Pally, Behala, Kolkata, West Bengal 700034",CCU-S,Kolkata
Manicktala Chaltabagan Lohapatty,22.585128,88.372193,"Raja Ram Mohan Sarani, Maniktala, Maniktala, Kolkata, West Bengal 700009",CCU-C,Kolkata
Manoharpukur Youngs,22.518682,88.356214,"Mahanirban Math, Rash Behari Avenue, Manoharpukur, Kolkata - 700029, WB, India",CCU-S,Kolkata
Master Da Smriti Sangha Sarbojanin Durgotsav,22.6048138,88.4235729,"Prafulla Kanan (West), Kestopur, Kolkata- 700101, West Bengal",CCU-N,Kolkata
Mayurbhanj Durgotsab Samity,22.531475,88.326238,"57/2,D.H. Road, Kolkata-700023 (Near Calcutta Medical Research Institute)",CCU-S,Kolkata
Md. Ali Park Durga Puja (Youth Association),22.577273,88.360571,"41/A, 4th Floor, Tara Chand Dutta Street, Kolkata, West Bengal 700073",CCU-C,Kolkata
Merlin Maximus Durga Puja,22.7047679,88.3753351,"The Sayans Blog, Peerless Nagar, Barrackpore Trunk Road, Sodepur, Kolkata - 700114, WB, India",CCU-N,Kolkata
Milan Sangha Club,22.564491,88.384011,"Subhash Park, 167/ 40 A, Beliaghata Main Road, Chaulpatty Rd, Kulia, Tangra, Kolkata-700010",CCU-C,Kolkata
Milangarh Sarbojanin,22.651651,88.374054,"Baranagar - 700108, WB, India",CCU-N,Kolkata
Missionpara Sarbojanin Durga Puja Committee,22.726293,88.37978,"Missionpara Road, Chowdhary Para, Rahara, Kolkata, West Bengal 700118",CCU-N,Kolkata
Mitali Kankurkachi Durgapuja,22.579986,88.394219,"179A/1A, Maniktala Main Rd, Kadapara, Sector 1, Kankurgachi, Kolkata, West Bengal 700054",CCU-E,Kolkata
Mitra Sanghati,22.570085,88.392297,"8,Suren Sarkar Road,Kolkata-700010",CCU-E,Kolkata
Mohan Bagan Barowari,22.598332,88.373657,"21 Mohan Bagan Row, Fariapukur, Shyambazar, Kolkata - 700004",CCU-N,Kolkata
Mohila Mahal Club Durga Puja,22.529917,88.344794,"3/1, Keder Bose Lane, Kolkata-700025",CCU-S,Kolkata
Mohit Moitra Mancha,22.612299,88.382918,"34/1, 13/1/2, Raja Manindra Rd, Jora Mandir, Gangulipara, Paikpara, Kolkata, West Bengal 700059",CCU-N,Kolkata
Mominpore Sarbojanin,22.528451,88.322724,1 Meher Ali Mondal Street Kolkata-700027,CCU-S,Kolkata
Monmohan Park Sarbojanin Durgotsab (Friends Corner),22.48871,88.318783,"Manmohan Park, Raja Rammohan Roy Rd, Muradpur, Barisha, Kolkata, West Bengal 700008",CCU-S,Kolkata
Monohar Pukur Sarbojonin Durgotsob Committee,22.519528,88.350601,"22,Bipin Pal Road, Kolkata-26",CCU-S,Kolkata
Motijheel Sarbojanin,22.62336,88.410759,"Motijheel College Playground, Dum Dum - 700048, WB, India",CCU-N,Kolkata
Motijheel Sarbojanin Durgotsab Committee,22.624726,88.40792,"291, Motijheel, Lakshminagar, South Dum Dum, Kolkata-700074",CCU-N,Kolkata
Motilal Durga Bari,22.56776,88.361742,"Bowbazar, Kolkata - 700013, WB, India",CCU-N,Kolkata
Motilal Seal Bari,22.57594,88.358192,"Md Jan Higher Secondary School, 9B, Bolai Dutta Street, Ward 43, Kolkata - 700073, WB, India",CCU-N,Kolkata
Mudiali Club Sarbojanin Durga Puja,22.510006,88.346778,"37, SR Das Rd, Mudiali, Kalighat, Kolkata, West Bengal 700026",CCU-S,Kolkata
Mukherjee Para Durga Puja ,22.6981712,88.3708601,"Sodepur, Kamarhati - 700114, WB, India",CCU-N,Kolkata
Mukul Sangha Club,22.503599,88.314264,"28, Gabtala Lane, Behala, Kolkata, West Bengal 700060",CCU-S,Kolkata
Mullick Bari Pujo (Ranjit & Koel Mullick),22.533559,88.349158,"25A,C, Mohini Mohan Rd, Jadubabur Bazar, Bhowanipore, Kolkata, West Bengal 700020",CCU-S,Kolkata
Munshir Bagan Sarbojanin Durgotsab Committee,22.630449,88.383947,"Kalicharan Ghosh Rd, Sinthi, Kolkata, West Bengal 700050",CCU-N,Kolkata
N.S.C. Sports Club Durga Puja,22.484672,88.359035,"2/65, Gandhi Colony, Kolkata-700092",CCU-S,Kolkata
Naba Baghbazar,22.605097,88.370171,"Nandalal Bose Ln, Chitpur North, Kolkata - 700004, WB, India",CCU-N,Kolkata
Naba Tarun Sangha,22.616124,88.428876,"D.D.13, D.B Nagar, Rail Pukur Rd, Desh Bandhu Nagar, Baguiati, Kolkata, West Bengal 700059",CCU-N,Kolkata
Nabadiaganta,22.614863,88.402755,"Lake Town, South Dumdum - 700005, WB, India",CCU-N,Kolkata
Nabajagaran Club,22.7042497,88.373023,"Sodepur, Khardaha - 700114, WB, India",CCU-N,Kolkata
Nabanagar Badamtala Sarbojanin Durgotsab,22.578775,88.245807,"Howrah,, Andul Mauri, Duillya, Howrah, West Bengal 711302",HWH,Kolkata
Nabanagar Sarbojanin Durgotsav,22.579701,88.245946,"Duillya Nabanagar Badamatala, Howrah, India 711302",HWH,Kolkata
Nabapalli Sangha Sarbojanin Durgotsab,22.507289,88.343985,"45B, Charu Chandra Ave, Sahanagar, Tollygunge, Kolkata, West Bengal 700033",CCU-S,Kolkata
Nabapally Adhibashi Brinda Durga Puja [Nabapally Sporting Club],22.647589,88.428628,"Airport Gate No 2, Manickpur Nabapally, Kolkata-700079",CCU-N,Kolkata
Nabarun Club Panihati,22.7026181,88.3714267,"Sodepur, Khardaha - 700114, WB, India",CCU-N,Kolkata
Nabarun Pally Unnayan Samiti Club,22.7025011,88.391173,"Sodepur, Khardaha - 700110, WB, India",CCU-N,Kolkata
Nabarun Samity,22.514586,88.269978,"Santoshpur Govt Colony, Sanpa, Santoshpur, Maheshtala, West Bengal 700140",CCU-S,Kolkata
Nabarun Sangha Durga Puja,22.50015,88.323522,"88/7, Roy Bahadur Rd, Barik Para, Gholeshapur, Behala, Kolkata, West Bengal 700034",CCU-S,Kolkata
Nabin Sangha (Rajpur),22.435028,88.427353,"Milan Pally, Kolkata, West Bengal 700150",CCU-S,Kolkata
